13474-580, Avenida Affonso Arinos, Antônio Zanaga, Americana/SP
13473-723, Rua Fioravante Codognoto, Parque Nova Carioba, Americana/SP
13473-825, Rua Fortunato Varolo, Parque Nova Carioba, Americana/SP
13473-717, Rua Francisco Leandro, Parque Nova Carioba, Americana/SP
13473-748, Rua Getúlio Ferrez Lopes, Parque Nova Carioba, Americana/SP
13473-732, Rua Iafet Campari, Parque Nova Carioba, Americana/SP
13473-750, Rua Inezita Barroso, Parque Nova Carioba, Americana/SP
13473-811, Rua João Corá, Parque Nova Carioba, Americana/SP
13473-807, Rua João Fogo, Parque Nova Carioba, Americana/SP
13473-804, Rua João Testa Basso, Parque Nova Carioba, Americana/SP
13473-820, Rua Joaquim Américo de Oliveira, Parque Nova Carioba, Americana/SP
13473-777, Rua José Chiquinho, Parque Nova Carioba, Americana/SP
13473-756, Rua José Nicoletti, Parque Nova Carioba, Americana/SP
13473-720, Rua Luiz Antônio Bertaglia, Parque Nova Carioba, Americana/SP
13473-714, Rua Luiz Corazza, Parque Nova Carioba, Americana/SP
13473-738, Rua Manoel Moreno Mostaço, Parque Nova Carioba, Americana/SP
13473-726, Rua Marcelo Galassi, Parque Nova Carioba, Americana/SP
13473-829, Rua Moacyr Neves Grillo, Parque Nova Carioba, Americana/SP
13473-790, Rua Nara Leão, Parque Nova Carioba, Americana/SP
13473-792, Rua Orestes Rando, Parque Nova Carioba, Americana/SP
13473-741, Rua Oscar Mendes, Parque Nova Carioba, Americana/SP
13473-817, Rua Paracelso Fonseca, Parque Nova Carioba, Americana/SP
13473-768, Rua Paschoal Travaglia, Parque Nova Carioba, Americana/SP
13473-789, Rua Romeu Benazzi, Parque Nova Carioba, Americana/SP
13473-752, Rua Sebastião Otero, Parque Nova Carioba, Americana/SP
13473-765, Rua Vito Baldin, Parque Nova Carioba, Americana/SP
13473-823, Rua Walter Garbo, Parque Nova Carioba, Americana/SP
13467-610, Avenida Campos de Jordão, Parque Novo Mundo, Americana/SP
13467-600, Avenida de Cillo, Parque Novo Mundo, Americana/SP
13467-469, Praça Manoel Rodrigues Nogueira, Parque Novo Mundo, Americana/SP
13467-479, Praça Raul Leme Brisolla, Parque Novo Mundo, Americana/SP
13467-800, Rodovia Luiz de Queiroz, Parque Novo Mundo, Americana/SP
13467-471, Rua Amparo, Parque Novo Mundo, Americana/SP
13467-620, Rua Andradina, Parque Novo Mundo, Americana/SP
13467-641, Rua Assis, Parque Novo Mundo, Americana/SP
13467-560, Rua Avaré, Parque Novo Mundo, Americana/SP
13467-632, Rua Barretos, Parque Novo Mundo, Americana/SP
13467-625, Rua Bauru, Parque Novo Mundo, Americana/SP
13467-570, Rua Bertioga, Parque Novo Mundo, Americana/SP
13467-450, Rua Campinas, Parque Novo Mundo, Americana/SP
13467-622, Rua Cosmópolis, Parque Novo Mundo, Americana/SP
13467-590, Rua das Açucenas, Parque Novo Mundo, Americana/SP
13467-550, Rua Diadema, Parque Novo Mundo, Americana/SP
13467-540, Rua Guarujá, Parque Novo Mundo, Americana/SP
13467-630, Rua Guarulhos, Parque Novo Mundo, Americana/SP
13467-530, Rua Ibitinga, Parque Novo Mundo, Americana/SP
13467-480, Rua Indaiatuba, Parque Novo Mundo, Americana/SP
13467-514, Rua Itapetininga, Parque Novo Mundo, Americana/SP
13467-611, Rua Itú, Parque Novo Mundo, Americana/SP
13467-621, Rua Jacareí, Parque Novo Mundo, Americana/SP
13467-473, Rua Jales, Parque Novo Mundo, Americana/SP
13467-520, Rua Jundiaí, Parque Novo Mundo, Americana/SP
13467-640, Rua Lindóia, Parque Novo Mundo, Americana/SP
13467-624, Rua Lins, Parque Novo Mundo, Americana/SP
13467-470, Rua Lorena, Parque Novo Mundo, Americana/SP
13467-472, Rua Mirassol, Parque Novo Mundo, Americana/SP
13467-512, Rua Osasco, Parque Novo Mundo, Americana/SP
13467-626, Rua Ourinhos, Parque Novo Mundo, Americana/SP
13467-511, Rua Paulínia, Parque Novo Mundo, Americana/SP
13467-631, Rua Peruíbe, Parque Novo Mundo, Americana/SP
13467-510, Rua Pinhal, Parque Novo Mundo, Americana/SP
13467-513, Rua Pirassununga, Parque Novo Mundo, Americana/SP
13467-633, Rua Porto Feliz, Parque Novo Mundo, Americana/SP
13467-490, Rua Rio Claro, Parque Novo Mundo, Americana/SP
13467-634, Rua Rio das Pedras, Parque Novo Mundo, Americana/SP
13467-549, Rua Romano Pavan, Parque Novo Mundo, Americana/SP
13467-460, Rua Santos, Parque Novo Mundo, Americana/SP
13467-500, Rua Sorocaba, Parque Novo Mundo, Americana/SP
13467-623, Rua Taubaté, Parque Novo Mundo, Americana/SP
13467-461, Rua Valinhos, Parque Novo Mundo, Americana/SP
13474-000, Rodovia Anhanguera, Parque Primavera, Americana/SP
13474-012, Rua Alcides Lázaro, Parque Primavera, Americana/SP
13474-013, Rua Projetada, Parque Primavera, Americana/SP
13474-011, Rua Três, Parque Primavera, Americana/SP
13474-010, Rua Um, Parque Primavera, Americana/SP
13473-650, Avenida da Música, Parque Residencial Jaguari, Americana/SP
13473-660, Avenida do Compositor, Parque Residencial Jaguari, Americana/SP
13473-670, Avenida Santa Cecília, Parque Residencial Jaguari, Americana/SP
13473-653, Rua Adelino Moreira, Parque Residencial Jaguari, Americana/SP
13473-675, Rua Adoniran Barbosa, Parque Residencial Jaguari, Americana/SP
13473-691, Rua Alberto Ribeiro, Parque Residencial Jaguari, Americana/SP
13473-652, Rua Altamiro Carrilho, Parque Residencial Jaguari, Americana/SP
13473-701, Rua Angela Maria, Parque Residencial Jaguari, Americana/SP
13473-693, Rua Assis Valante, Parque Residencial Jaguari, Americana/SP
13473-676, Rua Ataulfo Alves, Parque Residencial Jaguari, Americana/SP
13473-683, Rua Benedito Lacerda, Parque Residencial Jaguari, Americana/SP
13473-658, Rua Cândido das Neves, Parque Residencial Jaguari, Americana/SP
13473-680, Rua Cartola, Parque Residencial Jaguari, Americana/SP
13473-685, Rua Custódio Mesquita, Parque Residencial Jaguari, Americana/SP
13473-673, Rua Dalva de Oliveira, Parque Residencial Jaguari, Americana/SP
13473-665, Rua David Nasser, Parque Residencial Jaguari, Americana/SP
13473-661, Rua Dolores Duran, Parque Residencial Jaguari, Americana/SP
13473-696, Rua Elizeth Cardoso, Parque Residencial Jaguari, Americana/SP
13473-668, Rua Evaldo Gouveia, Parque Residencial Jaguari, Americana/SP
13473-666, Rua Heitor dos Prazeres, Parque Residencial Jaguari, Americana/SP
13473-664, Rua Herivelto Martins, Parque Residencial Jaguari, Americana/SP
13473-681, Rua Herve Cordovil, Parque Residencial Jaguari, Americana/SP
13473-662, Rua Humberto Teixeira, Parque Residencial Jaguari, Americana/SP
13473-702, Rua Inezita Barroso, Parque Residencial Jaguari, Americana/SP
13473-698, Rua Jacó do Bandolin, Parque Residencial Jaguari, Americana/SP
13473-677, Rua Jair Amorim, Parque Residencial Jaguari, Americana/SP
13473-672, Rua José Maria de Abreu, Parque Residencial Jaguari, Americana/SP
13473-687, Rua Lamartine Babo, Parque Residencial Jaguari, Americana/SP
13473-690, Rua Lúcio Alves, Parque Residencial Jaguari, Americana/SP
13473-663, Rua Luiz Gonzaga, Parque Residencial Jaguari, Americana/SP
13473-682, Rua Luiz Mazoli, Parque Residencial Jaguari, Americana/SP
13473-671, Rua Lupicínio Rodrigues, Parque Residencial Jaguari, Americana/SP
13473-684, Rua Maysa Matarazo, Parque Residencial Jaguari, Americana/SP
13473-651, Rua Nara Leão, Parque Residencial Jaguari, Americana/SP
13473-674, Rua Nelson Cavaquinho, Parque Residencial Jaguari, Americana/SP
13473-688, Rua Pixinguinha, Parque Residencial Jaguari, Americana/SP
13473-697, Rua Quarenta e Um, Parque Residencial Jaguari, Americana/SP
13473-655, Rua Santo Onofre, Parque Residencial Jaguari, Americana/SP
13473-654, Rua São Lucas, Parque Residencial Jaguari, Americana/SP
13473-656, Rua São Nicolau, Parque Residencial Jaguari, Americana/SP
13473-657, Rua São Teodoro, Parque Residencial Jaguari, Americana/SP
13473-700, Rua Tom Jobim, Parque Residencial Jaguari, Americana/SP
13473-695, Rua Trinta e Nove, Parque Residencial Jaguari, Americana/SP
13473-694, Rua Trinta e Oito, Parque Residencial Jaguari, Americana/SP
13473-692, Rua Trinta e Seis, Parque Residencial Jaguari, Americana/SP
13473-686, Rua Vicente Celestino, Parque Residencial Jaguari, Americana/SP
13473-678, Rua Vinte e Quatro, Parque Residencial Jaguari, Americana/SP
13473-667, Rua Zequinha de Abreu, Parque Residencial Jaguari, Americana/SP
13468-284, Avenida Brasil, Parque Residencial Nardini, Americana/SP
13465-810, Avenida Brasil Norte, Parque Residencial Nardini, Americana/SP
13468-390, Avenida Brasil Sul, Parque Residencial Nardini, Americana/SP
13468-299, Praça Leão XIII, Parque Residencial Nardini, Americana/SP
13468-395, Rua Abrahim Abraham, Parque Residencial Nardini, Americana/SP
13468-402, Rua Alexandre Volta, Parque Residencial Nardini, Americana/SP
13468-310, Rua Américo Vespúcio, Parque Residencial Nardini, Americana/SP
13468-321, Rua Benvenuto Cellini, Parque Residencial Nardini, Americana/SP
13468-302, Rua Boticelli, Parque Residencial Nardini, Americana/SP
13468-360, Rua Carlo Galimberti, Parque Residencial Nardini, Americana/SP
13468-290, Rua Cristóvão Colombo, Parque Residencial Nardini, Americana/SP
13468-283, Rua Dante Alighieri, Parque Residencial Nardini, Americana/SP
13468-320, Rua Donatello, Parque Residencial Nardini, Americana/SP
13468-282, Rua Francisco Petrarca, Parque Residencial Nardini, Americana/SP
13468-401, Rua Galileu Galilei, Parque Residencial Nardini, Americana/SP
13468-300, Rua Giotto Di Bandone, Parque Residencial Nardini, Americana/SP
13468-301, Rua Giuseppe Garibaldi, Parque Residencial Nardini, Americana/SP
13468-281, Rua Giuseppe Verdi, Parque Residencial Nardini, Americana/SP
13468-400, Rua Guglielmo Marconi, Parque Residencial Nardini, Americana/SP
13468-410, Rua Itaiba, Parque Residencial Nardini, Americana/SP
13468-340, Rua Leonardo da Vinci, Parque Residencial Nardini, Americana/SP
13468-403, Rua Marco Pollo, Parque Residencial Nardini, Americana/SP
13468-330, Rua Michelangelo Buonarroti, Parque Residencial Nardini, Americana/SP
13468-350, Rua Rafael Sanzio, Parque Residencial Nardini, Americana/SP
13468-280, Rua São Salvador, Parque Residencial Nardini, Americana/SP
13475-730, Estrada Municipal, Parque Residencial Tancredi, Americana/SP
13475-746, Praça Rubens Augusto Guelli, Parque Residencial Tancredi, Americana/SP
13475-741, Rua Antenor Polido, Parque Residencial Tancredi, Americana/SP
13475-722, Rua Cinco, Parque Residencial Tancredi, Americana/SP
13475-725, Rua Fátima Cristina Pinhanelli Ribeiro, Parque Residencial Tancredi, Americana/SP
13475-740, Rua Hervé Muller, Parque Residencial Tancredi, Americana/SP
13475-739, Rua Joraime Giordano, Parque Residencial Tancredi, Americana/SP
13475-744, Rua Márcia Roli Tancredi, Parque Residencial Tancredi, Americana/SP
13475-745, Rua Maria Dalva de Araújo, Parque Residencial Tancredi, Americana/SP
13475-742, Rua Maria de Lourdes Dian Luchesi, Parque Residencial Tancredi, Americana/SP
13469-765, Avenida Doosan, Parque São Jerônimo, Americana/SP
13469-750, Avenida João Luiz Mazer, Parque São Jerônimo, Americana/SP
13469-760, Estrada da Balsa, Parque São Jerônimo, Americana/SP
13469-690, Rua Álvaro de Mattos, Parque São Jerônimo, Americana/SP
13469-662, Rua Benedito Francisco de Paulo, Parque São Jerônimo, Americana/SP
13469-710, Rua Carlos Vassallo, Parque São Jerônimo, Americana/SP
13469-640, Rua Ema Itália Bufarah, Parque São Jerônimo, Americana/SP
13469-700, Rua Emílio Colombo, Parque São Jerônimo, Americana/SP
13469-691, Rua Faustino Susigan, Parque São Jerônimo, Americana/SP
13469-660, Rua Gregório Sacoman, Parque São Jerônimo, Americana/SP
13469-720, Rua Heitor Santon, Parque São Jerônimo, Americana/SP
13469-740, Rua Humberto Polo, Parque São Jerônimo, Americana/SP
13469-680, Rua João Dell Agnese, Parque São Jerônimo, Americana/SP
13469-670, Rua José Sacoman, Parque São Jerônimo, Americana/SP
13469-730, Rua Júlio Justi, Parque São Jerônimo, Americana/SP
13469-650, Rua Miguel Lauro Sacoman, Parque São Jerônimo, Americana/SP
13469-671, Rua Projetada, Parque São Jerônimo, Americana/SP
13469-681, Rua Sérgio Chiqueto, Parque São Jerônimo, Americana/SP
13469-661, Rua Waldomiro Perez, Parque São Jerônimo, Americana/SP
13467-682, Avenida Professora Fanny Olivieri, Parque Universitário, Americana/SP
13467-680, Avenida Professora Wilma Lenzi Tombi, Parque Universitário, Americana/SP
13467-700, Rua Artur Nogueira, Parque Universitário, Americana/SP
13467-710, Rua Avaré, Parque Universitário, Americana/SP
13467-674, Rua Ayrton Ortolano, Parque Universitário, Americana/SP
13467-708, Rua Guarujá, Parque Universitário, Americana/SP
13467-690, Rua Hortolândia, Parque Universitário, Americana/SP
13467-694, Rua Jaú, Parque Universitário, Americana/SP
13467-714, Rua Monte Mor, Parque Universitário, Americana/SP
13467-666, Rua Professor Argante Dimenco, Parque Universitário, Americana/SP
13467-712, Rua Professor Armindo Chinelatto, Parque Universitário, Americana/SP
13467-704, Rua Professor Felippe Monteiro Hellmeister, Parque Universitário, Americana/SP
13467-702, Rua Professor Fernando José Goffi Macedo, Parque Universitário, Americana/SP
13467-662, Rua Professor Gilberto Buratto, Parque Universitário, Americana/SP
13467-678, Rua Professor Jordão Drago, Parque Universitário, Americana/SP
13467-670, Rua Professor Leopoldo Vicente de Castro, Parque Universitário, Americana/SP
13467-672, Rua Professor Luiz Forini, Parque Universitário, Americana/SP
13467-664, Rua Professora Alda Marangoni, Parque Universitário, Americana/SP
13467-668, Rua Professora Aparecida Paioli, Parque Universitário, Americana/SP
13467-652, Rua Professora Aracy de Jesus Abrahão Paciulli, Parque Universitário, Americana/SP
13467-660, Rua Professora Celina Muller, Parque Universitário, Americana/SP
13467-686, Rua Professora Julia Maria Jurgensen Stecke, Parque Universitário, Americana/SP
13467-656, Rua Professora Lileana de Almeida Campos, Parque Universitário, Americana/SP
13467-688, Rua Professora Linda Bufarah Bieze, Parque Universitário, Americana/SP
13467-676, Rua Professora Lucia Helena Streicher Covesi, Parque Universitário, Americana/SP
13467-654, Rua Professora Maria Ignez Worschech, Parque Universitário, Americana/SP
13467-658, Rua Professora Rita Santos, Parque Universitário, Americana/SP
13467-698, Rua Rafard, Parque Universitário, Americana/SP
13467-706, Rua Rio Claro, Parque Universitário, Americana/SP
13467-696, Rua Sumaré, Parque Universitário, Americana/SP
13467-692, Rua Vinhedo, Parque Universitário, Americana/SP
13479-770, Acesso Arnaldo Júlio Mauerberg, Portal dos Nobres, Americana/SP
13479-751, Rua América Francisco Stefan Hortence, Portal dos Nobres, Americana/SP
13479-763, Rua Antônio Luchiari, Portal dos Nobres, Americana/SP
13479-764, Rua B-D, Portal dos Nobres, Americana/SP
13479-762, Rua Fernandes Favaretto, Portal dos Nobres, Americana/SP
13479-760, Rua Heitor Bover, Portal dos Nobres, Americana/SP
13479-761, Rua João Baptista do Nascimento, Portal dos Nobres, Americana/SP
13479-752, Rua José Patrício Soares, Portal dos Nobres, Americana/SP
13479-753, Rua José Silvestre Gomes Coelho Filho, Portal dos Nobres, Americana/SP
13479-755, Rua Maria Cândida Furquim Correa, Portal dos Nobres, Americana/SP
13479-754, Rua Maria Eunice Arraes Coelho, Portal dos Nobres, Americana/SP
13479-750, Rua Ozório de Almeida Prado, Portal dos Nobres, Americana/SP
13475-800, Avenida Américo Schneider, Praia Azul, Americana/SP
13475-801, Rua Maranhão, Praia Azul, Americana/SP
13475-451, Avenida Circular, Praia dos Namorados, Americana/SP
13475-459, Avenida Comendador Thomaz Fortunato, Praia dos Namorados, Americana/SP
13475-455, Rua Antônio Corrêa, Praia dos Namorados, Americana/SP
13475-450, Rua Argemiro Cesarino Leite, Praia dos Namorados, Americana/SP
13475-464, Rua Cinco, Praia dos Namorados, Americana/SP
13475-463, Rua Dois, Praia dos Namorados, Americana/SP
13475-460, Rua Fortunato Nardini, Praia dos Namorados, Americana/SP
13475-452, Rua José Castelani, Praia dos Namorados, Americana/SP
13475-454, Rua José Galassi, Praia dos Namorados, Americana/SP
13475-461, Rua Marcelo Seleghini, Praia dos Namorados, Americana/SP
13475-465, Rua Quatro, Praia dos Namorados, Americana/SP
13475-462, Rua Salvador Dias, Praia dos Namorados, Americana/SP
13475-453, Rua Walter Francoso, Praia dos Namorados, Americana/SP
13478-700, Avenida Bandeirantes, Recanto, Americana/SP
13478-704, Avenida Marginal-Futura, Recanto, Americana/SP
13475-406, Avenida Comendador Thomaz Fortunato, Recanto Jatobá, Americana/SP
13475-409, Praça Honorino Santarosa, Recanto Jatobá, Americana/SP
13475-405, Rua Agostinho Pilotto, Recanto Jatobá, Americana/SP
13475-400, Rua Aldo Feola, Recanto Jatobá, Americana/SP
13475-404, Rua Arthur Vaz Lima, Recanto Jatobá, Americana/SP
13475-402, Rua João Cibim, Recanto Jatobá, Americana/SP
13475-401, Rua Narciso Faggion, Recanto Jatobá, Americana/SP
13475-403, Rua Wilton Rosa, Recanto Jatobá, Americana/SP
13474-289, Praça Luiz Augusto Filippi Cecchino, Recanto Vista Alegre, Americana/SP
13474-294, Rua Antonia Panaro, Recanto Vista Alegre, Americana/SP
13474-281, Rua Guido Seleghini, Recanto Vista Alegre, Americana/SP
13474-290, Rua José Luchesi, Recanto Vista Alegre, Americana/SP
13474-280, Rua Mario Atillio Seleghini, Recanto Vista Alegre, Americana/SP
13474-293, Rua Pedro Moro, Recanto Vista Alegre, Americana/SP
13474-283, Rua Quatro, Recanto Vista Alegre, Americana/SP
13474-292, Rua Raymundo Siviero, Recanto Vista Alegre, Americana/SP
13474-282, Rua Três, Recanto Vista Alegre, Americana/SP
13474-291, Rua Vereador Antonio Zarbim, Recanto Vista Alegre, Americana/SP
13476-558, Avenida Marginal Três, Remanso Azul, Americana/SP
13476-557, Rua Américo da Costa Paulo, Remanso Azul, Americana/SP
13476-551, Rua Domingos Bertie, Remanso Azul, Americana/SP
13476-556, Rua Elysio Bratifishe, Remanso Azul, Americana/SP
13476-553, Rua Frederico Carlos Berggren, Remanso Azul, Americana/SP
13476-554, Rua Guerino Angelo Gaiolla, Remanso Azul, Americana/SP
13476-550, Rua Humberto Menghini, Remanso Azul, Americana/SP
13476-552, Rua Joaquim Angelo do Nascimento, Remanso Azul, Americana/SP
13476-559, Rua Maranhão, Remanso Azul, Americana/SP
13476-555, Rua Pedro Stefanini, Remanso Azul, Americana/SP
13477-520, Rua César Casati, Residencial Boa Vista, Americana/SP
13477-510, Rua Luiz Fae, Residencial Boa Vista, Americana/SP
13477-500, Rua Natal Minarello, Residencial Boa Vista, Americana/SP
13477-490, Rua Pedro Mantovani, Residencial Boa Vista, Americana/SP
13468-382, Rua Dona Dolores Andrade Silva, Residencial Horto Florestal Jacyra I, Americana/SP
13468-371, Rua Jacob Salatti, Residencial Horto Florestal Jacyra I, Americana/SP
13468-381, Rua Jacomo Dell'Agnezze, Residencial Horto Florestal Jacyra I, Americana/SP
13468-380, Rua José Canineo, Residencial Horto Florestal Jacyra I, Americana/SP
13468-370, Rua Leopoldo Deltregia, Residencial Horto Florestal Jacyra I, Americana/SP
13475-820, Avenida Giné Faraone Zanaga, Residencial Jardim Barra do Cisne I, Americana/SP
13475-829, Avenida Padre Constantino Gardinali, Residencial Jardim Barra do Cisne I, Americana/SP
13475-821, Rua Albatroz, Residencial Jardim Barra do Cisne I, Americana/SP
13475-822, Rua Cegonha, Residencial Jardim Barra do Cisne I, Americana/SP
13475-828, Rua Corrupião, Residencial Jardim Barra do Cisne I, Americana/SP
13475-823, Rua Coruja, Residencial Jardim Barra do Cisne I, Americana/SP
13475-826, Rua Flamingo, Residencial Jardim Barra do Cisne I, Americana/SP
13475-825, Rua Fragata, Residencial Jardim Barra do Cisne I, Americana/SP
13475-827, Rua Gaivota, Residencial Jardim Barra do Cisne I, Americana/SP
13475-824, Rua Moco, Residencial Jardim Barra do Cisne I, Americana/SP
13474-220, Rua Antônio Camargo Neves, Residencial Praia dos Namorados, Americana/SP
13474-223, Rua Benedito Colla, Residencial Praia dos Namorados, Americana/SP
13474-240, Rua Catarina Meneghel Zoppi, Residencial Praia dos Namorados, Americana/SP
13474-234, Rua Dez, Residencial Praia dos Namorados, Americana/SP
13474-222, Rua Eugênio Liner, Residencial Praia dos Namorados, Americana/SP
13474-221, Rua Fernando Adami, Residencial Praia dos Namorados, Americana/SP
13474-231, Rua José Kokol Filho, Residencial Praia dos Namorados, Americana/SP
13474-250, Rua Rosa Marchini Miante, Residencial Praia dos Namorados, Americana/SP
13474-230, Rua Segundo Bertier, Residencial Praia dos Namorados, Americana/SP
13474-232, Rua Três, Residencial Praia dos Namorados, Americana/SP
13475-750, Caminho Particular, Residencial Santa Paula, Americana/SP
13475-751, Caminho Servidão, Residencial Santa Paula, Americana/SP
13475-755, Rua Achiles Zanaga Camargo Neves, Residencial Santa Paula, Americana/SP
13475-752, Rua Um, Residencial Santa Paula, Americana/SP
13474-390, Avenida Benedito Santarosa, Residencial Vale das Nogueiras, Americana/SP
13474-391, Avenida das Amoreiras, Residencial Vale das Nogueiras, Americana/SP
13474-394, Avenida das Macieiras, Residencial Vale das Nogueiras, Americana/SP
13474-393, Avenida Gilson Girardi, Residencial Vale das Nogueiras, Americana/SP
13474-392, Avenida João Sfriso, Residencial Vale das Nogueiras, Americana/SP
13474-359, Avenida Nina Rodrigues, Residencial Vale das Nogueiras, Americana/SP
13474-379, Praça Dirceu Cunha, Residencial Vale das Nogueiras, Americana/SP
13474-358, Rua Albertino Machado, Residencial Vale das Nogueiras, Americana/SP
13474-382, Rua das Ameixeiras, Residencial Vale das Nogueiras, Americana/SP
13474-354, Rua das Cerejeiras, Residencial Vale das Nogueiras, Americana/SP
13474-381, Rua das Goiabeiras, Residencial Vale das Nogueiras, Americana/SP
13474-363, Rua das Gravioleiras, Residencial Vale das Nogueiras, Americana/SP
13474-378, Rua das Jabuticabeiras, Residencial Vale das Nogueiras, Americana/SP
13474-375, Rua das Jaqueiras, Residencial Vale das Nogueiras, Americana/SP
13474-352, Rua das Laranjeiras, Residencial Vale das Nogueiras, Americana/SP
13474-364, Rua das Mangabeiras, Residencial Vale das Nogueiras, Americana/SP
13474-374, Rua das Mangueiras, Residencial Vale das Nogueiras, Americana/SP
13474-376, Rua das Oliveiras, Residencial Vale das Nogueiras, Americana/SP
13474-351, Rua das Pereiras, Residencial Vale das Nogueiras, Americana/SP
13474-353, Rua das Pitangueiras, Residencial Vale das Nogueiras, Americana/SP
13474-366, Rua das Tamareiras, Residencial Vale das Nogueiras, Americana/SP
13474-372, Rua dos Abacateiros, Residencial Vale das Nogueiras, Americana/SP
13474-380, Rua dos Cajueiros, Residencial Vale das Nogueiras, Americana/SP
13474-373, Rua dos Caquizeiros, Residencial Vale das Nogueiras, Americana/SP
13474-383, Rua dos Limoeiros, Residencial Vale das Nogueiras, Americana/SP
13474-357, Rua dos Mamoeiros, Residencial Vale das Nogueiras, Americana/SP
13474-377, Rua dos Pessegueiros, Residencial Vale das Nogueiras, Americana/SP
13474-360, Rua Doutora Maria Aparecida Rocha, Residencial Vale das Nogueiras, Americana/SP
13474-365, Rua Hameletto Pigatto, Residencial Vale das Nogueiras, Americana/SP
13474-362, Rua Ignácio Pancini, Residencial Vale das Nogueiras, Americana/SP
13474-371, Rua Joaquim Duarte, Residencial Vale das Nogueiras, Americana/SP
13474-370, Rua Orozimbo Rocha, Residencial Vale das Nogueiras, Americana/SP
13474-356, Rua Professor Oscar Augusto Guelli, Residencial Vale das Nogueiras, Americana/SP
13475-202, Avenida Comendador Thomaz Fortunato, Riviera Tamborlim, Americana/SP
13475-216, Avenida Oswaldo Jensen, Riviera Tamborlim, Americana/SP
13475-210, Estrada Municipal, Riviera Tamborlim, Americana/SP
13475-219, Praça Luiz Geraldo Mirandola, Riviera Tamborlim, Americana/SP
13475-214, Rua Achilino Seleghini, Riviera Tamborlim, Americana/SP
13475-200, Rua José Müller, Riviera Tamborlim, Americana/SP
13475-212, Rua Manoel Rodrigues Pitta, Riviera Tamborlim, Americana/SP
13475-215, Rua Pedro Cia, Riviera Tamborlim, Americana/SP
13475-213, Rua Pedro Nardo, Riviera Tamborlim, Americana/SP
13475-211, Rua Waldemar Nogueira, Riviera Tamborlim, Americana/SP
13474-761, Avenida da Lã, Salto Grande, Americana/SP
13474-781, Avenida da Lycra, Salto Grande, Americana/SP
13474-780, Avenida do Algodão, Salto Grande, Americana/SP
13474-760, Avenida do Rayon Viscose, Salto Grande, Americana/SP
13474-750, Avenida José Fortunato Santon, Salto Grande, Americana/SP
13474-772, Rua da Juta, Salto Grande, Americana/SP
13474-773, Rua da Seda Natural, Salto Grande, Americana/SP
13474-763, Rua do Acetato, Salto Grande, Americana/SP
13474-762, Rua do Linho, Salto Grande, Americana/SP
13474-770, Rua do Nylon, Salto Grande, Americana/SP
13474-764, Rua do Polyester, Salto Grande, Americana/SP
13474-771, Rua do Rami, Salto Grande, Americana/SP
13473-850, Rua Doutor Anibal Tanganelli Júnior, Salto Grande, Americana/SP
13474-789, Rua Durval Biasi, Salto Grande, Americana/SP
13477-410, Avenida Geraldo Gobbo, Santa Cruz, Americana/SP
13477-360, Avenida Joaquim Boer, Santa Cruz, Americana/SP
13477-479, Praça Alfredo Nardini, Santa Cruz, Americana/SP
13477-439, Praça Doutor Adolfo Bezerra de Menezes Cavalcanti, Santa Cruz, Americana/SP
13477-450, Rua Antônio Cia, Santa Cruz, Americana/SP
13477-460, Rua Antônio Gaiola, Santa Cruz, Americana/SP
13477-430, Rua Cândido Bertino, Santa Cruz, Americana/SP
13477-370, Rua Galdina Guimarães Santarosa, Santa Cruz, Americana/SP
13477-400, Rua João Scarazato, Santa Cruz, Americana/SP
13477-480, Rua Joaquim Rocha Júnior, Santa Cruz, Americana/SP
13477-420, Rua Luiz Geraldo Mirandola, Santa Cruz, Americana/SP
13477-390, Rua Luiz Nardo, Santa Cruz, Americana/SP
13477-470, Rua Luiz Panaro, Santa Cruz, Americana/SP
13477-380, Rua Quatro, Santa Cruz, Americana/SP
13477-350, Rua São Vito, Santa Cruz, Americana/SP
13477-440, Rua Valentim Feltrin, Santa Cruz, Americana/SP
13477-431, Rua Vicente Pavan, Santa Cruz, Americana/SP
13477-239, Praça Sofia Abrão, Santa Sofia, Americana/SP
13477-233, Rua Álvaro Cechino, Santa Sofia, Americana/SP
13477-240, Rua Basílio Piloto, Santa Sofia, Americana/SP
13477-234, Rua Cecim Abrão Elias, Santa Sofia, Americana/SP
13477-231, Rua Domingos Meirelles, Santa Sofia, Americana/SP
13477-230, Rua Eduardo Medon, Santa Sofia, Americana/SP
13477-235, Rua Gelindo Nardo, Santa Sofia, Americana/SP
13477-232, Rua João Rosa, Santa Sofia, Americana/SP
13476-651, Rua Abílio Rodrigues, São Benedito, Americana/SP
13476-672, Rua Alcidia Leite de Campos, São Benedito, Americana/SP
13476-674, Rua Álvaro Leite de Campos, São Benedito, Americana/SP
13476-660, Rua Antônio Fugolin, São Benedito, Americana/SP
13476-665, Rua Aparecida de Toledo Mello, São Benedito, Americana/SP
13476-681, Rua Aristodemo Ardito, São Benedito, Americana/SP
13476-652, Rua Augusto Jacob, São Benedito, Americana/SP
13476-675, Rua Fioravante Gottardi, São Benedito, Americana/SP
13476-676, Rua Francisco Sérgio de Toledo, São Benedito, Americana/SP
13476-680, Rua Gerônimo Santon, São Benedito, Americana/SP
13476-653, Rua Guilherme Schimidt, São Benedito, Americana/SP
13476-650, Rua José Costa Lopes, São Benedito, Americana/SP
13476-678, Rua José de Campos Machado, São Benedito, Americana/SP
